,loc_id,latitude,longitude,subnational1_code,entry_technique,sub_id,obs_id,month,day,year,proj_period_id,species_code,how_many,valid,reviewed,day1_am,day1_pm,day2_am,day2_pm,effort_hrs_atleast,snow_dep_atleast,data_entry_method
2978,L2463266,42.5328917,-71.4922683,US-MA,/GOOGLE_MAP/ZOOM:16,S84847749,OBS1112608684,3,27,2021,PFW_2021,blujay,3,1,0,1,1,0,0,1.001,0.0,PFW Web 4.1.4
3059,L12727803,39.9353683,-85.9673578,US-IN,/GOOGLE_MAP/ZOOM:15,S82548240,OBS1084986639,2,21,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
3110,L352226,36.845388,-94.3092209,US-MO,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S84451421,OBS1107881183,3,29,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3136,L5152595,42.7447391,-71.5383344,US-NH,/GOOGLE_MAP/ZOOM:17,S78590089,OBS1043346733,12,25,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3155,L12900993,34.9787114,-84.3983675,US-GA,/GOOGLE_MAP/ZOOM:15,S78613269,OBS1043622192,1,1,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3173,L10278753,43.0641575,-92.3158461,US-IA,/GOOGLE_MAP/ZOOM:18,S77449548,OBS1028343810,12,12,2020,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
3177,L1312831,33.1930721,-95.9029627,US-TX,ESRI_WEBSERVICE_STREET,S89426854,OBS1173018484,3,15,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3194,L33785,45.12562,-94.53239,US-MN,POSTCODE LAT/LONG LOOKUP,S78277344,OBS1039659918,12,13,2020,PFW_2021,blujay,6,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
3200,L228908,34.0120443,-84.0771246,US-GA,PointMaker1.0_2,S85092337,OBS1115488914,4,3,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3216,L7015557,42.6016517,-71.367755,US-MA,/GOOGLE_MAP/ZOOM:15,S84787964,OBS1111909542,2,20,2021,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
3231,L166696,42.68221,-77.237316,US-NY,PointMaker1.0_2,S84134951,OBS1103868812,3,7,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
3237,L8131835,43.2295955,-73.3472901,US-NY,/GOOGLE_MAP/ZOOM:12,S86375414,OBS1132153494,4,24,2021,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
3256,L4083739,43.2249424,-79.9659097,CA-ON,/GOOGLE_MAP/ZOOM:12,S87177668,OBS1142983727,3,13,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
3296,L1806650,42.4168847,-82.1933636,CA-ON,POSTCODE LAT/LONG LOOKUP,S76362754,OBS1013195744,11,15,2020,PFW_2021,blujay,1,1,0,1,1,1,1,8.001,0.0,PFW Web 4.0.4
3334,L4064667,30.404748,-87.391901,US-FL,/GOOGLE_MAP/ZOOM:15,S82508184,OBS1084581638,2,26,2021,PFW_2021,blujay,2,1,0,1,0,0,1,0.001,0.0,PFW Web 4.1.4
3350,L12742931,39.1299516,-77.1788686,US-MD,/GOOGLE_MAP/ZOOM:15,S77214586,OBS1025045580,11,24,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3353,L12779619,38.6496376,-90.5778403,US-MO,/GOOGLE_MAP/ZOOM:15,S79979016,OBS1060543660,1,27,2021,PFW_2021,blujay,1,1,0,1,0,0,1,1.001,0.001,PFW Web 4.1.4
3359,L1025879,42.8050652,-77.8074875,US-NY,ESRI_WEBSERVICE_STREET,S86657772,OBS1135963831,12,8,2020,PFW_2021,blujay,2,1,0,1,1,1,1,8.001,0.0,PFW Web 4.1.4
3364,L12653763,42.968753,-81.3275324,CA-ON,/GOOGLE_MAP/ZOOM:15,S85143707,OBS1116161326,4,7,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.0,PFW Mobile App v1.1.17
3366,L12727617,38.08534,-78.4651155,US-VA,/GOOGLE_MAP/ZOOM:18,S79490191,OBS1054503341,1,9,2021,PFW_2021,blujay,5,1,0,1,1,1,1,4.001,,PFW Web 4.1.4
3416,L1336245,42.9415359,-80.8031006,CA-ON,ESRI_WEBSERVICE_STREET,S82986260,OBS1090047513,3,6,2021,PFW_2021,blujay,3,1,0,1,0,1,0,0.001,0.001,PFW Web 4.1.4
3424,L12823463,40.9708083,-76.5961744,US-PA,/GOOGLE_MAP/ZOOM:16,S77180227,OBS1024587151,12,5,2020,PFW_2021,blujay,8,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3448,L1290196,41.0775557,-80.5927634,US-OH,POSTCODE LAT/LONG LOOKUP,S79517307,OBS1054812171,11,16,2020,PFW_2021,blujay,5,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
3558,L12789523,38.7654152,-77.2535044,US-VA,/GOOGLE_MAP/ZOOM:18,S82711676,OBS1086913769,2,28,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3560,L77181,43.40873,-88.18539,US-WI,postal_code,S88879693,OBS1165864859,2,20,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
3620,L8169377,42.0675701,-77.3684317,US-NY,/GOOGLE_MAP/ZOOM:16,S85973616,OBS1126968953,3,23,2021,PFW_2021,blujay,9,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3629,L13902280,39.02618,-77.4954478,US-VA,/GOOGLE_MAP/ZOOM:15,S82680103,OBS1086573533,11,14,2020,PFW_2021,blujay,3,1,0,1,1,1,0,1.001,0.0,PFW Web 4.1.4
3686,L8328291,48.612674,-93.2577249,US-MN,/GOOGLE_MAP/ZOOM:15,S77298457,OBS1026306958,12,6,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
3694,L2436369,43.8817239,-98.1522713,US-SD,/GOOGLE_MAP/ZOOM:15,S79459709,OBS1054073121,1,16,2021,PFW_2021,blujay,6,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
3698,L1806784,40.1338558,-79.5968109,US-PA,POSTCODE LAT/LONG LOOKUP,S87025892,OBS1140922968,12,12,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3702,L2831517,27.462893,-81.482534,US-FL,POSTCODE LAT/LONG LOOKUP,S87161724,OBS1142732364,3,13,2021,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
3711,L12615386,46.8676441,-60.7530212,CA-NS,/GOOGLE_MAP/ZOOM:15,S79536169,OBS1055111019,1,16,2021,PFW_2021,blujay,7,1,0,1,0,1,0,1.001,0.001,PFW Web 4.1.4
3744,L810030,43.0536806,-73.7317801,US-NY,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:1,S76632227,OBS1016962670,11,22,2020,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,,PFW Web 4.1.4
3748,L12861442,45.3205302,-94.1481328,US-MN,/GOOGLE_MAP/ZOOM:18,S81267291,OBS1072864023,2,9,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,5.0,PFW Mobile App v1.1.17
3764,L10507749,35.7610701,-83.9323711,US-TN,/GOOGLE_MAP/ZOOM:18,S79631194,OBS1056332157,1,19,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3766,L3796079,46.8294035,-100.9097929,US-ND,/GOOGLE_MAP/ZOOM:15,S89143915,OBS1169423018,3,20,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
3772,L10655650,34.8859073,-82.3121072,US-SC,/GOOGLE_MAP/ZOOM:15,S76573827,OBS1016104515,11,22,2020,PFW_2021,blujay,1,1,0,0,1,1,1,4.001,0.0,PFW Mobile App v1.1.17
3830,L10493538,42.290306,-83.7503123,US-MI,/GOOGLE_MAP/ZOOM:15,S82577205,OBS1085350108,2,27,2021,PFW_2021,blujay,1,1,0,0,1,1,1,0.001,5.0,PFW Web 4.1.4
3850,L167221,41.0241241,-75.1864853,US-PA,postal_code,S78206354,OBS1038775465,11,23,2020,PFW_2021,blujay,12,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
3942,L13287717,42.979641,-81.2607238,CA-ON,/GOOGLE_MAP/ZOOM:12,S81562890,OBS1074824588,2,13,2021,PFW_2021,blujay,2,1,0,1,0,0,1,1.001,5.0,PFW Web 4.1.4
3945,L8851295,43.1420019,-88.9095104,US-WI,/GOOGLE_MAP/ZOOM:18,S81985522,OBS1078606278,2,20,2021,PFW_2021,blujay,7,1,0,0,0,1,0,4.001,15.001,PFW Mobile App v1.1.17
3990,L801920,38.8980827,-75.4916153,US-DE,ESRI_WEBSERVICE_STREET,S85356041,OBS1118794729,4,10,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
4003,L10224559,40.4952975,-74.6172094,US-NJ,/GOOGLE_MAP/ZOOM:15,S82807096,OBS1088022550,2,28,2021,PFW_2021,blujay,2,1,0,1,0,0,1,1.001,0.001,PFW Web 4.1.4
4008,L12744541,41.6860345,-86.8883258,US-IN,/GOOGLE_MAP/ZOOM:15,S79538423,OBS1055906854,1,19,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
4013,L12785212,35.8233743,-78.8611261,US-NC,/GOOGLE_MAP/ZOOM:18,S83832899,OBS1100091337,3,1,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
4017,L12757602,41.425135,-73.434763,US-CT,/GOOGLE_MAP/ZOOM:18,S82196515,OBS1080946699,2,22,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
4037,L1988796,39.5923691,-105.0564804,US-CO,,S82578227,OBS1085364371,2,6,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
4055,L10227545,43.9666233,-79.4456524,CA-ON,/GOOGLE_MAP/ZOOM:18,S85085164,OBS1119505796,4,8,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.0,PFW Mobile App v1.1.17
4131,L5294331,40.0920136,-80.9094036,US-OH,/GOOGLE_MAP/ZOOM:18,S78031889,OBS1036530070,12,25,2020,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
4134,L97738,46.9939898,-71.3654387,CA-QC,POSTCODE LAT/LONG LOOKUP,S76986980,OBS1021876616,11,30,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
4143,L74356,37.2822517,-76.6548471,US-VA,POSTCODE LAT/LONG LOOKUP,S80218469,OBS1063410565,1,30,2021,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
4174,L12728081,43.5707639,-85.911396,US-MI,/GOOGLE_MAP/ZOOM:15,S80885515,OBS1070926434,2,10,2021,PFW_2021,blujay,7,1,0,1,1,1,1,4.001,15.001,PFW Web 4.1.4
4192,L5096072,44.3934344,-69.9358857,US-ME,/GOOGLE_MAP/ZOOM:15,S82922052,OBS1089361013,3,7,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,15.001,PFW Mobile App v1.1.17
4193,L12762240,39.8064859,-105.2138783,US-CO,/GOOGLE_MAP/ZOOM:18,S84305643,OBS1105947416,3,21,2021,PFW_2021,blujay,4,1,0,1,0,0,1,1.001,0.001,PFW Web 4.1.4
4199,L8092606,43.1272568,-79.2532862,CA-ON,/GOOGLE_MAP/ZOOM:15,S79740851,OBS1057693257,1,23,2021,PFW_2021,blujay,2,1,0,1,1,0,1,1.001,0.0,PFW Mobile App v1.1.17
4266,L34043,40.7607564,-75.03793,US-NJ,POSTCODE LAT/LONG LOOKUP,S83822936,OBS1099932165,12,7,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
4268,L4074544,30.590714,-96.275331,US-TX,/GOOGLE_MAP/ZOOM:15,S85364299,OBS1118882424,4,10,2021,PFW_2021,blujay,1,1,0,0,0,1,0,0.001,0.0,PFW Web 4.1.4
4269,L4011393,43.5294002,-71.4793092,US-NH,/GOOGLE_MAP/ZOOM:18,S81984759,OBS1078590256,2,20,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,15.001,PFW Mobile App v1.1.17
4273,L597318,46.3026736,-79.454037,CA-ON,POSTCODE LAT/LONG LOOKUP,S80018334,OBS1061042658,1,2,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
4296,L12737783,36.0794151,-79.09445,US-NC,/GOOGLE_MAP/ZOOM:15,S82669851,OBS1086465495,2,28,2021,PFW_2021,blujay,1,1,0,0,1,0,1,0.001,0.0,PFW Web 4.1.4
4347,L98549,44.24869,-85.92421,US-MI,POSTCODE LAT/LONG LOOKUP,S79169891,OBS1050640486,1,8,2021,PFW_2021,blujay,4,1,0,1,1,1,1,4.001,5.0,PFW Web 4.1.4
4371,L10167836,44.9602637,-93.2364721,US-MN,/GOOGLE_MAP/ZOOM:15,S78477981,OBS1042296329,1,2,2021,PFW_2021,blujay,4,1,0,1,0,0,1,1.001,5.0,PFW Mobile App v1.1.17
4395,L77363,48.485,-71.433,CA-QC,topozone,S80228962,OBS1063525382,1,30,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
4416,L72738,41.81089,-74.3017,US-NY,POSTCODE LAT/LONG LOOKUP,S76611901,OBS1016661508,11,20,2020,PFW_2021,blujay,2,1,0,1,1,1,1,8.001,,PFW Web 4.1.4
4498,L80931,44.9124411,-92.6386929,US-WI,topozone,S78807235,OBS1046092406,1,5,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
4543,L12710255,44.862963,-79.7178867,CA-ON,/GOOGLE_MAP/ZOOM:15,S79101049,OBS1049714344,1,9,2021,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
4568,L12786040,35.9690876,-80.0071038,US-NC,/GOOGLE_MAP/ZOOM:15,S87318996,OBS1144931222,4,15,2021,PFW_2021,blujay,8,1,0,0,1,0,1,1.001,0.0,PFW Web 4.1.4
4575,L1055827,48.3827553,-115.5678635,US-MT,ESRI_WEBSERVICE_STREET,S84948072,OBS1113802449,4,3,2021,PFW_2021,blujay,3,1,0,1,1,1,1,0.001,,PFW Web 4.1.4
4584,L3195720,39.3502533,-74.5896373,US-NJ,/GOOGLE_MAP/ZOOM:12,S81982848,OBS1078581673,2,18,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
4624,L5144910,40.5891384,-79.9642467,US-PA,/GOOGLE_MAP/ZOOM:15,S78266144,OBS1039562032,12,28,2020,PFW_2021,blujay,8,1,0,1,0,1,0,1.001,,PFW Mobile App v1.1.17
4632,L8649925,42.468961,-76.496914,US-NY,/GOOGLE_MAP/ZOOM:15,S85381765,OBS1119154178,4,10,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
4663,L2065882,44.7834892,-74.8026733,US-NY,,S84602300,OBS1109637062,3,31,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.001,PFW Mobile App v1.1.17
4670,L169419,30.6225605,-96.383255,US-TX,postal_code,S77542899,OBS1029743013,12,5,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
4777,L8902725,38.9577984,-94.6054774,US-MO,/GOOGLE_MAP/ZOOM:15,S76609291,OBS1016626004,11,22,2020,PFW_2021,blujay,2,1,0,1,0,1,1,1.001,0.0,PFW Web 4.1.4
4811,L293617,34.8857197,-82.2856236,US-SC,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S79081092,OBS1049494694,1,9,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
4829,L4050660,38.9038416,-75.3986245,US-DE,/GOOGLE_MAP/ZOOM:15,S85914655,OBS1126175746,3,8,2021,PFW_2021,blujay,1,1,0,1,1,1,0,0.001,0.0,PFW Web 4.1.4
4833,L12739661,45.3970614,-75.7407572,CA-ON,/GOOGLE_MAP/ZOOM:15,S79008251,OBS1048871271,1,10,2021,PFW_2021,blujay,1,1,0,1,1,0,1,1.001,5.0,PFW Mobile App v1.1.17
4875,L6538012,42.9683902,-71.9408862,US-NH,,S78704256,OBS1044820711,1,5,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,5.0,PFW Mobile App v1.1.17
4916,L10839446,42.511075,-74.582109,US-NY,/GOOGLE_MAP/ZOOM:15,S84764098,OBS1111619594,1,9,2021,PFW_2021,blujay,16,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
4923,L10094213,43.7364444,-79.3371238,CA-ON,/GOOGLE_MAP/ZOOM:15,S86582385,OBS1134971648,4,27,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
4924,L3179104,44.1647559,-80.3972583,CA-ON,/GOOGLE_MAP/ZOOM:17,S77384311,OBS1027495234,12,9,2020,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
4943,L473870,37.8312768,-91.7527914,US-MO,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S84254179,OBS1105378899,3,21,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
4961,L2060227,41.052803,-85.2403946,US-IN,,S89168159,OBS1169723899,1,26,2021,PFW_2021,blujay,3,1,0,1,0,0,1,1.001,0.001,PFW Web 4.1.4
5045,L807774,39.3975525,-76.4613037,US-MD,ESRI_WEBSERVICE_STREET,S82530589,OBS1084769376,2,27,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
5069,L12773262,43.2089295,-79.6620262,CA-ON,/GOOGLE_MAP/ZOOM:18,S78285939,OBS1039805879,12,15,2020,PFW_2021,blujay,1,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
5070,L12726715,39.2330753,-76.8011583,US-MD,/GOOGLE_MAP/ZOOM:15,S76859761,OBS1020117380,11,28,2020,PFW_2021,blujay,4,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
5107,L12905010,40.1522398,-75.0612972,US-PA,/GOOGLE_MAP/ZOOM:16,S80401312,OBS1065665742,2,4,2021,PFW_2021,blujay,2,1,0,1,0,1,0,4.001,15.001,PFW Mobile App v1.1.17
5110,L274458,51.4677504,-112.7760369,CA-AB,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:2,S81421795,OBS1073830225,12,19,2020,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,5.0,PFW Web 4.1.4
5114,L29313,39.2506934,-86.3971306,US-IN,POSTCODE LAT/LONG LOOKUP,S86234033,OBS1130374353,12,26,2020,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
5158,L168472,38.1966324,-85.4115219,US-KY,PointMaker1.0_2,S77227985,OBS1025256259,11,21,2020,PFW_2021,blujay,6,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
5192,L33161,39.4768955,-80.2719122,US-WV,POSTCODE LAT/LONG LOOKUP,S76421078,OBS1014008455,11,14,2020,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
5196,L6564899,41.1642884,-81.4435053,US-OH,/GOOGLE_MAP/ZOOM:15,S77261614,OBS1025766803,11,29,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
5206,L788460,39.835356,-74.968703,US-NJ,POSTCODE LAT/LONG LOOKUP,S83955559,OBS1101612047,3,20,2021,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
5213,L797890,43.6647459,-70.2868903,US-ME,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:-2,S76385496,OBS1013544806,11,16,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
5232,L2412435,44.6500017,-73.1180477,US-VT,/GOOGLE_MAP/ZOOM:15,S86814707,OBS1138105709,4,23,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
5237,L104720,45.5906771,-89.3758776,US-WI,PointMaker1.0_2,S82242522,OBS1081449372,2,22,2021,PFW_2021,blujay,4,1,0,1,1,1,1,4.001,15.001,PFW Web 4.1.4
5317,L2519241,41.6591745,-70.3491282,US-MA,/GOOGLE_MAP/ZOOM:17,S83566607,OBS1096893524,3,10,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
5400,L355786,37.7473719,-89.0520859,US-IL,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S81736291,OBS1076026379,12,6,2020,PFW_2021,blujay,1,1,0,1,1,0,0,0.001,0.0,PFW Web 4.1.4
5402,L2416345,42.4113697,-71.1562403,US-MA,/GOOGLE_MAP/ZOOM:15,S77225530,OBS1025224226,12,5,2020,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
5403,L5577862,42.1547584,-76.8346667,US-NY,/GOOGLE_MAP/ZOOM:15,S76887988,OBS1020474247,11,28,2020,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
5439,L5159805,29.5504439,-98.7077272,US-TX,/GOOGLE_MAP/ZOOM:16,S76345111,OBS1013002836,11,14,2020,PFW_2021,blujay,5,1,0,1,1,1,1,8.001,0.0,PFW Web 4.0.4
5443,L12713717,41.1058713,-73.4491197,US-CT,/GOOGLE_MAP/ZOOM:17,S76817458,OBS1019511601,11,28,2020,PFW_2021,blujay,2,1,0,1,0,0,0,1.001,0.0,PFW Web 4.1.4
5456,L12729270,41.1205193,-80.3405668,US-PA,/GOOGLE_MAP/ZOOM:15,S77061960,OBS1022948435,12,3,2020,PFW_2021,blujay,2,1,0,0,1,0,1,1.001,0.0,PFW Web 4.1.4
5471,L470455,49.0075448,-88.2692671,CA-ON,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:0,S79570962,OBS1055504396,1,16,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
5489,L8346025,43.287558,-87.979007,US-WI,/GOOGLE_MAP/ZOOM:15,S76574688,OBS1016133494,11,21,2020,PFW_2021,blujay,1,1,0,1,0,1,1,1.001,0.0,PFW Mobile App v1.1.17
5490,L1325501,40.3703384,-80.0474548,US-PA,ESRI_WEBSERVICE_STREET,S87702702,OBS1149967382,4,28,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
5494,L103787,43.9481764,-78.3018619,CA-ON,PointMaker1.0_2,S76708504,OBS1018050671,11,17,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
5500,L10521235,42.292458,-89.102652,US-IL,/GOOGLE_MAP/ZOOM:15,S78766228,OBS1045590505,1,4,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
5561,L2442206,41.067746,-72.32117,US-NY,/GOOGLE_MAP/ZOOM:15,S79891886,OBS1059441188,12,19,2020,PFW_2021,blujay,11,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
5578,L12726227,45.2711818,-72.7894417,CA-QC,/GOOGLE_MAP/ZOOM:15,S84834752,OBS1112448232,4,3,2021,PFW_2021,blujay,1,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
5584,L8220884,39.1535511,-89.4836076,US-IL,/GOOGLE_MAP/ZOOM:15,S81951520,OBS1078181627,2,19,2021,PFW_2021,blujay,1,1,0,1,1,1,0,1.001,15.001,PFW Mobile App v1.1.17
5622,L460571,43.3599699,-70.8360236,US-ME,POSTCODE LAT/LONG LOOKUP,S79361238,OBS1053075118,1,16,2021,PFW_2021,blujay,7,1,0,0,1,1,0,1.001,0.001,PFW Mobile App v1.1.17
5637,L12754025,42.2817223,-71.2270045,US-MA,/GOOGLE_MAP/ZOOM:16,S77371566,OBS1027346968,12,12,2020,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,0.0,PFW Mobile App v1.1.17
5647,L12574829,39.1429894,-76.7666772,US-MD,/GOOGLE_MAP/ZOOM:15,S81117034,OBS1072158924,2,13,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
5678,L8171946,48.3579885,-70.8800983,CA-QC,/GOOGLE_MAP/ZOOM:15,S80019988,OBS1061067640,1,26,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
5753,L819134,40.1186981,-82.6387024,US-OH,ESRI_WEBSERVICE_STREET,S81270649,OBS1072947479,12,12,2020,PFW_2021,blujay,1,1,0,1,0,0,0,0.001,,PFW Web 4.1.4
5759,L10067023,40.3812179,-75.47422,US-PA,/GOOGLE_MAP/ZOOM:15,S76345084,OBS1013000923,11,15,2020,PFW_2021,blujay,1,1,0,1,1,1,0,1.001,,PFW Web 4.0.4
5770,L8308241,45.6029068,-94.4630299,US-MN,/GOOGLE_MAP/ZOOM:15,S86170476,OBS1129552250,11,14,2020,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,0.001,PFW Web 4.1.4
5774,L8905603,43.0895486,-89.3560284,US-WI,/GOOGLE_MAP/ZOOM:18,S76329261,OBS1012834255,11,14,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.0.4
5787,L12779291,42.60545,-80.5261917,CA-ON,/GOOGLE_MAP/ZOOM:16,S77955952,OBS1035589473,12,24,2020,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,5.0,PFW Web 4.1.4
5816,L12828072,47.1101808,-95.1698828,US-MN,/GOOGLE_MAP/ZOOM:15,S82729258,OBS1087178650,3,2,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
5829,L12729393,43.5527121,-90.8931756,US-WI,/GOOGLE_MAP/ZOOM:18,S77896457,OBS1034675405,12,22,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
5835,L10376289,42.294121,-71.1423566,US-MA,/GOOGLE_MAP/ZOOM:15,S79990549,OBS1060685046,1,23,2021,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,,PFW Web 4.1.4
5886,L10154417,39.2161495,-74.6983833,US-NJ,/GOOGLE_MAP/ZOOM:18,S79299070,OBS1052355645,1,8,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
5935,L13458348,43.8457862,-79.1042823,CA-ON,/GOOGLE_MAP/ZOOM:18,S80749184,OBS1069611392,2,9,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
5959,L8435265,44.1184886,-84.584609,US-MI,/GOOGLE_MAP/ZOOM:18,S82850942,OBS1088569560,3,6,2021,PFW_2021,blujay,8,1,0,1,1,1,1,1.001,5.0,PFW Mobile App v1.1.17
